,user,red_wine,white_wine,sparkling_wine,rosé_wine,content
226,halloimgreg,0,0,1,0,Took a sleeping pill while drinking my pre-takeoff sparkling wine. Goodbye world. https://t.co/ZhbnBjBjCu
227,NinaByzantina,0,0,1,0,"Will NATO dissolve next year, three years, or five years from now? I don't know. All I know is that I need to stock up on some Crimean sparkling wine to celebrate when this happens. https://t.co/SCqo3sXsRz"
228,hedgeyrita,0,0,1,0,So 🙋‍♂️ I have an #englishwine question. If the champagne houses are buying up thousands of UK acres because our climate is now same as theirs was in 60s...and we can't call our sparkling wine 'champagne' as we all know...what will they market their product as? Le Britpop?
229,hourlykaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as Death After Noon. Delectable.
230,dimeprice,0,0,1,0,"Sparkling wine then took me out 😭😭😭😭
I’ve been sleep all day"
231,brrrake,0,0,1,0,"Most wins: broken
Most points: broken
@Max33Verstappen 📈📈📈
Make sure GP get's some sparkling wine ok?"
232,Karibees,0,0,1,0,Truly all I want in life is a sparkling wine flight 😭 https://t.co/jsOQHy49Pz
233,_TiffanyAB,0,0,1,0,"I think I need a wine fridge. My bottles of sparkling wine look so sad on the bar and what if I have company? They won’t be chilled in time. My kid would not only judge me, but probably call the man on me if I put them all in the regular fridge. Chill one red and white, ey?"
234,charlotte_abst,0,0,1,0,@rkidzoe I don't know if you'll be able to find Clairette de Die easily.  It's a sparkling wine that looks like champagne but comes from my region (and which is better than champagne in my opinion 😉)
235,VARAwine,0,0,0,0,"Yes, we make sumptuous sparkling wine! Journalist @carriedykes1 highlights New Mexico’s three AVAs &amp; great sparkling wine! Our sparkling winemaker, Laurent Gruet, produces Vara Silverhead Brut &amp; Brut Rosado.  🥂

#varawine #laurentgruet #sparklingwine @TastingTable https://t.co/UgYKsIew4h"
236,mead_N_cider,0,0,0,0,"Lavender Lemonade Meadmosa= Washington sourced culinary lavender, citrus, &amp; first class honey wine will make you fall in love with lavender (and the Northwest) again and again. Sparkling Mead;   https://t.co/jOpCitieBr https://t.co/MyJyAXKeHP"
237,WineEnthusiast,0,0,0,0,Learn about our favorite Italian sparkling wines and where to buy them. https://t.co/jYL0qZ74Qn
238,milenablanche,0,0,1,0,@SirSwami_2 @Vetteleclerc Ferrari sparkling wine pays to be on the podium. But it's a different company.
239,VinousReverie,0,0,1,0,@Affordable_Wino How about trying their sparkling wine https://t.co/G66WL4PHDT
240,pRHOper_poodle,0,0,1,0,Dragon drink refresher from Starbucks plus sparkling wine. Ta-Da…homemade mimosas!!! #ChillSunday
241,0711JKA,0,0,1,0,@coolestgink @Vetteleclerc Afaik the Ferrari sparkling wine has no connection (besides the name Ferrari) to the car company Ferrari.
242,CharlesRoseWine,0,0,0,0,"Fresh &amp; lively #sparkling #prosecco perfect for celebrating! #Wine from #Italy.

Buy online: https://t.co/KsCu9FRWV9 https://t.co/1r5H8YbYev"
243,StrangeVinyards,0,0,1,0,"Strange Family Vineyards produces exceptional Sparkling Wine ,Pinot Noir and Chardonnay, from our estate, in the famed Sta. Rita Hills AVA of Santa Barbara County. https://t.co/iRNmqScPbf"
244,CNNislands11,0,0,1,0,Sparkling wine Brands – How to Choose Together https://t.co/kBdyakfdMJ
245,guribotto,0,0,1,0,who lives near me and likes sparkling wine and will help me drink some of the pet nat I bought yesterday
246,Marina_Tral,0,0,1,0,@saylor @elonmusk First day on my job I got a fresh coffee made by my boss for me and a glas of sparkling wine as a welcome drink.
247,mead_N_cider,0,0,0,0,"Butterbee Butterscotch Mead= Sparkling Honey Wine with Marshmallow Root, Meadowfoam honey, and Organic Compliant Butterscotch distillate added;   https://t.co/jOpCitAnPz https://t.co/lb8jWhGi8J"
248,smreine,0,0,1,0,"@slxshermyers 4yos don't deserve prosecco, they don't know the difference between that and a crappy sparkling wine"
249,kari_emi24,0,0,1,0,I would like to formally apologize to @SewrSlid for the lil sparkling wine incident yesterday
250,khykhelormur,0,0,0,0,"To the company that produced this wine, what exactly was the aim? 
Mixed fruit tasting like trials and tribulations 😭😭
Ko sparkling kankan😅😭😭😭😭 https://t.co/SFCzAAvbcG"
251,tayelles_,0,0,0,0,all i wanna do lately is eat pasta and pizza and cheesy garlic bread and drink wine and sangria and sparkling water. like its a disease
252,Noir_68,0,0,1,0,@redh_yuki Sparkling wine
253,teadrunknyc,0,0,1,0,"Just how you can't call a sparkling wine champagne unless it's from Champagne, France, you can't call a purple clay teapot a Yi Xing if it's not from Yi Xing. Listen to find out more about the difference between purple clay teapots! #YiXing #PurpleClay #TeaPot https://t.co/UmlbfIOuQ4"
254,BonnerPWP,0,0,1,0,"""Cava is Spain’s flagship sparkling wine. While most cava comes from Spain’s east coast in Catalonia around Penedès, the designation is not limited, as is Champagne, to a single region...""

Read ""What Is Cava?"": https://t.co/msI38rOkFj 

PC: @MascaroSpirit 

#cava #wine https://t.co/wbqN5DauvL"
255,_cocktailbot,0,0,1,0,"Cocktail: Gone Dog. Recipe: 1 oz. sparkling wine, 1 dash Disaronno, 1 dash Limoncello, 1 oz. Moroccan mint tea, blood orange"
256,Slvr_Stryker,0,0,0,0,"Both the birthday merch *and* the Shinigami Note album came in last week!
Liquid in glass is sparkling cider, not wine. Sorry, Calli! ^^;
#callillust #hololive https://t.co/NlfeRJGtZy"
257,alli_olusola,0,0,0,0,"Best place to buy your Palm wine is Jes Afro Caribbean food market in Essex, our palm wine is a slightly sparkling,  low alcohol natural juice of tropical palm tree. https://t.co/dLzZ39321V"
258,MarisaMalone101,0,0,0,0,"Sorry but I’m low key judging you if your “flex” wine of choice is sparkling, flavored and full of sugar.."
259,DARIELFERNANDEZ,0,0,1,0,"Don´t miss the SPARKLE41 Experience, in just few days. The Largest Sparkling Wine Festival in South Florida.  An event that is brought to you thanks to the following friends, among many others.
November 5th / The Pullman Hotel Miami.     https://t.co/LnMHp7mbFP https://t.co/gPs8smQbIt"
260,YankeeSpirits,0,0,1,0,"Introducing the newest addition to the #19Crimes wine lineup - Cali Gold! This delicious sparkling wine is perfect for relaxing this weekend 

#wine #rebate #wine #winelover #vino #winetime #winelovers #winestagram #winery #wineoclock #sommelier #winelife #drink #wineday #shopnow https://t.co/lfg4hWpyJc"
261,majestichale,0,0,0,0,Our 25% off Champagne &amp; Sparkling promotion is in full flow 🥂 It runs until 7th November! Time to stock up for #party season 🍾 @ Majestic Wine https://t.co/kJQOSQ0c03
262,Polgoon,0,0,1,0,"If you're can't visit Polgoon to stock up on Christmas presents, then order our still &amp; sparkling wine online.
We've also added more hampers under our gift section which can be delivered across the United Kingdom. For international deliveries, please get in touch with us directly https://t.co/DT5PhpgmkO"
263,ilLambrusco,0,0,1,0,Lambrusco is frizzante. This is a terrific sparkling wine (Spumante) made with Lambrusco grapes. Sorbara (100%) makes very pale reds. A rosé made with Sorbara is — even paler. :) https://t.co/tffUC27OWi
264,sarahposhpooh,0,0,0,0,"@GaryBarlow Are we going to get a sparkling GB wine, asking for those that like a bit a fizz 🍾🥂❤️"
265,Miss_Cloud28,0,0,1,0,@soy33lago My boss (doctor) always said sparkling wine or champagne (just a tiny bit) because my BP is super low as well 90/60 or similar 😁
266,J59832579,0,0,1,0,In the hot tub. I'll bring sparkling wine. https://t.co/wL0ETClyiL
267,cono_sur,0,0,0,0,🇫🇷 🍾  Celebrations coming up? Uncork lovely @CHChampagne Brut Réserve #Champagne ($75) that came to #LCBO VINTAGES Oct. 22. https://t.co/HBoafFAhzf @BreakthruBevCAN #France #sparkling #sparklingwine #wine #vin #fizz #bubbly
268,TessyMariya,0,0,1,0,"When chariot goes, the dog barks. Who cares?

If every wallowing tweets are misinterpreted as it's aiming them, wot to do with da poor fellows!

It's time for sparkling wine. 🍷🥂
'n for a whole hearted laughter."
269,RTNNewspaper,0,0,1,0,#Spain A unique new sparkling wine coming to Spain in the New Year https://t.co/inwqUOhzVa
270,distrotz,0,0,1,0,"Sometimes, a glass of Sparkling Wine with your girlfriends is all the Therapy you need  #KiuLaini https://t.co/EDzDU6oCLI"
271,techjaun,0,0,1,0,A unique new sparkling wine coming to Spain in the New Year https://t.co/nSc6DxdafE
272,_cocktailbot,0,0,1,0,"Cocktail: Nooo Toad. Recipe: 3 oz. sparkling wine, 2 oz. rum, 1 dash Fireball cinnamon whiskey, splash of dandelion tea, cucumber"
273,Stonehavenkla,0,0,1,0,"This is how you brunch. 

𝐒𝐓𝐎𝐍𝐄𝐇𝐀𝐕𝐄𝐍 𝐁𝐎𝐓𝐓𝐎𝐌𝐋𝐄𝐒𝐒 𝐁𝐑𝐔𝐍𝐂𝐇 every last Sunday of the month.

✨ All you can eat: Breakfast, Roast, BBQ, Lunch, Fruits, Dessert. 

✨ All you can drink: Sparkling wine, Wine, Cocktails, Juice, Softdrinks. #StonehavenBrunch https://t.co/X1Vg6ccne2"
274,SingletonWayne,0,0,0,0,"@muddyvee @scottroots @Gazitude Science. Off of Harvard.

https://t.co/0xocZtJZUz"
275,SurajG_,0,0,1,0,"I've seen places trying to sell Kombucha as an alternative to sparkling wine or fizzy drinks, it's neither?"
276,AntonioCarloRe2,0,0,1,0,Personal Sabrage Sparkling Wine With The Glass #GlassSabrage #WeddingGlassSabrage #PrivateSabrageGlassSabrage https://t.co/7mP2HbBxDE
277,enolajon,0,0,0,0,@cristivlas @seatsixtyone Would also have given me an excuse to sample the Moldovan sparkling wine…..
278,schaden84axue,0,0,1,0,"Stars in a Glass: Making Méthode Champenoise Sparkling Wine ZU8URK6

https://t.co/ghzsExdJX1"
279,RaventosiBlanc,0,0,0,0,"Super are honored to be at IN VINO LIBERTAS
Champagne &amp; American Wine Tasting🍾 
organized by @SkurnikWines

🗓️October 31st
📍Metropolitan Pavilion, 5th Floor (New York)
⌚️11AM-3PM
We are the only non-#Champagne #sparkling invited🥂a unique opportunity to taste our #sparklingwine https://t.co/Jz3Rgg4HQr"
280,Surreyboy5,0,0,0,0,"@AndrewCarter21 Yes, all that energy required to chill one’s sparkling wine!"
281,nawaf_salameh,0,0,1,0,"During the event, professor and historian Dorin Stănescu presented the book ""Champagne of the Kings"", a monography of the place where the oldest sparkling wine in Romania is produced. A book dedicated to Pivnițele Rhein Azuga 1892 and its outstanding history. Thank you, professor https://t.co/OIrmc5cbx7"
282,nawaf_salameh,0,0,1,0,"In this bottle, stylishly labelled though, there’s an amazing liquid produced with the same method as 130 years ago when it stood on kings tables. RHEIN sparkling wine is made in Azuga since 1892 using the champenoise method and we’ve honoured this heritage in a beautiful event. https://t.co/Dg8g8cVJ08"
283,lowe78jcjn,0,0,0,0,"Sutter Home Fre Sparkling Brut Non-Alcoholic Champagne Experience Bundle with Ice Packs, Corkscrew, Pop Socket, Seasonal Wine ULKRVQZ

https://t.co/CYLlRksZRA https://t.co/oidrXdpuOj"
284,nordicgeitur,0,0,1,0,@extormu5 Quite. I got this petit bourgeoisie urge to buy theatre tickets and sparkling wine
285,butlerswines,0,0,0,0,"3 Tips on Choosing Wine for a #HALLOWEENPARTY  
Tip #1: Stick to the classics - popular grape varieties such as Cabernet Sauvignon, Merlot, Pinot Noir, Chardonnay or Sauvignon Blanc.
Tip #2: Serve both White and Red to be safe.
Tip #3: Sparkling is always a good idea for a party! https://t.co/Vh3fPtWuUU"
286,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
287,IMetaversity,0,0,2,0,"@DocTernity @secret___soul Still wine and sparkling wine.
Sparkling wine has CO2 dissolved."
288,DeeDeeCreative_,0,0,0,0,"Are you a wine drinker like me? 🍷Naked Wines has a great selection of Reds, Whites, Sparkling, Spirits and more. Join me on Naked Wines and get a $100 voucher to spend on your first order of $155.88 or more. #Affil  https://t.co/Z18bWJrjNK"
289,kaeyatweet,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as 'Death After Noon.' Delectable.
290,RachelOrr,0,0,1,0,@e_gran The real stuff will not be until after 7.30pm. I am taking a bottle of non-alcoholic sparkling wine into the hospital to have some with Mum during the visiting hour I have booked.
291,deshazo_henry,0,0,1,0,"@MrBonMot Idk, I usually fake it with sparkling wine or shandy breakfast."
292,castlekingjohn,0,0,1,0,I got two bottles of sparkling wine 🍾 https://t.co/yl96wdMFHc
293,GoatK_Thoughts,0,0,1,0,"@ringsidenews_ I mean if Chris Jericho and AEW can start selling a sparkling wine, why not?"
294,LandAstronaut,0,0,0,0,"@brittapowell Saw people saying ""Prosecco is interchangeable with any sparkling wine"" a lot though recently and wanted to hurt strangers"
295,lesley_worrall,0,0,1,0,@SoVeryBritish Guildford brought English sparkling wine from Waitrose but is still miffed not to have been appointed a city. Spends the evening trying to avoid Woking!
296,TheSarojin,0,0,1,0,"Breakfast is served, whenever and wherever you want. Our all-day a la carte breakfast, served until 6pm with sparkling wine, is there to start your day off in style, no matter what time you awaken. 

Join us: https://t.co/YgqnjOFdwI https://t.co/fmgibNnpR8"
297,Sulafestival,0,0,1,0,'Scotland’s only sparkling wine festival' returning next month in Edinburgh - The Scotsman https://t.co/ZKyn3YVQaL https://t.co/o5XjBAHhM1
298,JustinPSaunder,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets."
299,ChateauRei,0,0,0,0,Life isn't always sunshine and sweet sparkling wine...but it is right now! #ChateauDelRei #CDR #InstantCelebration https://t.co/x0OeLgfJOK
300,RejectedDrinks,0,0,1,0,"Muddle rosemary with sugar. Add one part each jet fuel &amp; absinthe, then two parts sparkling wine. Shake with ice, strain &amp; serve"
301,NSMGMedia,0,0,1,0,Author Simon Field MW heads to Hampshire’s Meon Valley in the South Downs National Park to meet the Anglo-French team behind English sparkling wine producer Exton Park. @worldoffinewine explains: https://t.co/Uu26Tvpp0E
302,carolinekacena,0,0,0,0,"@laurabraun1774 Wine is difficult because I really actually like the taste, but not the effect. I found some sparkling ciders and juices served up in my favorite glass help me not miss it so much. I think sometimes it’s the ritual we miss more than anything."
303,erydark,0,0,1,0,"@blackbloodridge I have had much too much sparkling wine to view this respectfully. Good day, mademoiselle. 😂"
304,TheThirstyWench,0,0,1,0,The new coupe has already increased my purchase of sparkling wine https://t.co/geSDqyPo3s
305,dennycyn,0,0,0,0,"Pre- Game warm-up with your favorite wines from Napa Valley!  Go Red.  Go, White!

Beat the chill with a sparkling or two.

To the Winners of Wine!'

Cynthia Denny
WSET Certified L2 https://t.co/pjGNjeX1z4"
306,Boendy1,0,0,1,0,@macsween_prue @AlboMP @AustralianLabor Quickly dissipating froth and bubbles…a bit like sparkling wine really 🤔
307,Acedia3_,0,0,0,0,"In other news. I bought me a wine glass to enjoy my nice chilled sparkling cider. . .and I can't get the damn bottle open.

I had big plans to lounge around and pretentiously swirl my wine(juice) in front of the fire(space heater) 😤"
308,DailyKaeya,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion wine and the bitterness disappears completely. This concoction is known as 'Death after Noon.' Delectable.
309,RiverOaksPrblms,0,0,1,0,"No champagne. Just sparkling wine. 

Fucking savages. https://t.co/tQZ2vgrC31"
310,ethanolnwater,0,0,0,0,@ineffabow Sparkling water!! Orrr maybe wine or maybeeeee this ones https://t.co/sT7JZIyLZ3
311,wiza49rfcwo,0,0,1,0,"2015 Cameron Hughes Lot 411 Moscato d'Asti Sparkling Wine 750 mL 3YLE0WO

https://t.co/UsIss8mUay https://t.co/2tNYAA4NKF"
312,36SaveFiles,0,0,1,0,Just realized I left the sparkling wine I picked out specially at the store :( paid for and everything :(
313,furiosalizabeth,0,0,1,0,I broke out the sparkling wine for men's because we might need it. #sci22
314,otbsapphics,0,0,1,0,@lollarrie i’m seeing if there’s any small bottles of sparkling wine tho so i can have tiny one tonight. wine also isn’t rly my preferred drink unless it’s sparkling and sweet. i’m a vodka bitch
315,miyukikatori,0,0,1,0,"Joel payne of Vinum loves Japanese sparkling wine, #Ajimuwinery in Kyushu, has got gold medal in Japan wine competition. #joelpayne #japanwine https://t.co/DHmw5XDMcH"
316,danito_glz,0,0,1,0,@Luz_mars I also miss sparkling wine 😭 https://t.co/jXh0SbqykZ
317,dr_mmorais,0,0,1,0,The kindness of strangers can really invigorate your faith in humanity. A lovely woman at my hotel heard me chatting about sparkling wine and sent over a glass. My cup is figuratively (and literally) full after a fabulous trip to Montreal for #ICRE2022 @ICREConf @FairmontHotels https://t.co/4rNjSi911R
318,henning_warren,0,0,1,0,"Seelbach cocktails for Halloween. Bourbon, Cointreau, bitters, sparkling wine https://t.co/ngT7jxi6wI"
319,samhigginson8,0,1,0,0,@rxinside @WifeyAlpha English sparkling white wine is top notch.
320,HerSacredSong,0,0,0,0,"company while she slipped into the bath. they were beautiful flowers, and she felt the dark sparkling tone of magic clinging to them — the same tone she’d picked up upon meeting the other musician. there was something so familiar about it… 

glass of wine in one hand and phone +"
321,winenewsmaster,0,0,0,0,"@SouthLondonGirl It's about $18 (about the same in Euros, but I don't think you can get it outside of the USA). Like I said, I think this is aimed at people who aren't ""hardened"" wine drinkers. I'll let you know if/when I find his Death Row Red. https://t.co/TkXtkwFAM5"
322,BlazkaBerlic,0,1,0,0,@KamilleXX Sparkling water is life hun😂 here we drink it with white wine and everyone drinks it
323,luisaloveslife,0,0,0,0,Wine friends in Vancouver - are there any sparkling wines available from South Africa here? I've checked some private shops and the BCL website but haven't found a thing.🍾🍾🍾
324,hhaynay,0,0,1,0,@mattisbear @MikeThinksAloud @Ofc_Dibble @Budweiser @PresidenteUSA @BarrettTomek @heightofidiocy @neftalirr @carlyeEliz @brandyisme @rdw0330 Sparkling wine after a long day of vacay. Cheer loudly for me friends! I’ll be asleep! https://t.co/C8x8jCzLlX
325,monasticshrop,0,0,1,0,"@SoVeryBritish Shrewsbury is watching from the sidelines, feeling very superior, sipping locally produced organic sparkling wine whilst the rest of you drink lager, cheap wine &amp; have a drunken brawl. No hangover for us."
326,JTeeple7,0,0,1,0,sparkling wine how divine!
327,GlassOfBubbly,0,0,1,0,"Reasons To Celebrate With Champagne or Sparkling Wine
https://t.co/ramadsaSfW https://t.co/XVbs73mnLX"
328,SBIndyNews,0,0,1,0,"A new canned sparkling wine project, Best Coast Beverages, recently debuted at Babi’s Beer Emporium in Los Alamos.  https://t.co/zz55BWZqlW"
329,butiiloveu,0,0,1,0,@decodethemonstr i love this for you but champagne is technically sparkling wine 🤧
330,Selcoeurl,1,0,0,0,@nathaliejacoby1 Get me some sparkling red wine.
331,LouiseM_Wallace,0,0,1,0,Me in 2019 going to Star Wars: The Rise of Skywalker alone at a midday session and tacking on one of those mini bottles of sparkling wine to my order 🥂😎 https://t.co/bhIyO3jF9r
332,RacerxJax,0,0,1,0,"@GrammyNilaRN Sparkling wine aka California champagne.

Rums on hand.
Bacardi Silver
Mount Gay Barbados Rum
Meyers Run
Malibu
RumChata"
333,Fortnums,0,0,0,0,"Reasons to be cheerful! 🍷 Enjoy 25% off a case of any 6 mix-and-match bottles of Fortnum's still, sparkling and fortified wine. Available in-store and online for a limited-time only. Time to stock up! &gt; https://t.co/RuTBOTCd8u https://t.co/NWLNkfEWf8"
334,ThePatEdwards,0,0,1,0,@suzy_checkie It’s peach sparkling wine too. Quite refreshing in this absolutely hellish Florida sun
335,Jer1dah,0,0,1,0,"I need a massage, shower and a glass of oros with sparkling wine. https://t.co/bOxqNWm2WS https://t.co/yEczdQqkJF"
336,ThePatEdwards,0,0,1,0,That’s not beer. That’s a “Pat serving” of sparkling wine https://t.co/AHuLzbV3PH
337,anneme69,0,1,0,0,@Hein_79_ZA @Ori_RSA Sparkling h2o🤣🤣 white wine yes..😶
338,ilLambrusco,0,0,1,0,"@lawineco @foodandwine “And some Lambrusco is made in the Champagne method …”

@TrueLambrusco is frizzante. A “champagne method” Lambrusco is a sparkling wine made with Lambrusco grapes. It’s not a Lambrusco."
339,kaeyatweet,0,0,1,0,Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as 'Death After Noon.' Delectable.
340,acatholicgeek,0,0,0,0,@GraceofGod33 @LitFuselier Ladies' night? Wine &amp; Sparkling cider &amp; all the good things
341,WineBeyond,0,0,0,0,"Save 20% on Canadian 🇨🇦 VQA wines from October 29-November 4! 

Pick up some quality Canadian wine this week! 🍷🛒 

Please note that this sale does not include sparkling wines, items already on sale, or products with pricing ending in 5 or 7. https://t.co/fVIrOuTE69"
342,c2aIndia,0,0,1,0,"SCHMECKE 33 Bottle Dual Zone Wine Cooler Refrigerator w/Lock | Large Freestanding Wine Cellar | 41f-64f Digital Temperature Control Wine Fridge For Red, White, Champagne or Sparkling Wine – Black https://t.co/F7OXPa3l3C"
343,lawineco,0,0,0,0,"#Lambrusco is a #wine everyone should try.  Here's a #basic #guide to #Lambrusco in @foodandwine.
https://t.co/cNqBNmz6MQ
#winelovers #sparklingredwine #Italian #DOC #foodfriendly #acidity #tannins #PetNat"
344,ilLambrusco,0,0,1,0,"“Nicely fresh”Lambrusco Spumante, an Italian sparkling wine made with Lambrusco grapes. Lambrusco (@TrueLambrusco) is frizzante. By definition. https://t.co/fraZo0KeIZ"
345,shaydeofgold,0,0,1,0,"Yesterday I had 3 glasses of sparkling wine, 2 margaritas, and a tequila shot. I don’t have a hangover because tequila is my home girl, but I am DRY. https://t.co/Q4gdLrKhi7"
346,majesticchf,0,0,0,0,Don't miss out on the massive 25% champagne and Sparkling deals which we have on. @ Majestic Wine https://t.co/rfLf1KBimR
347,ilLambrusco,0,0,1,0,@FabianoGuatteri Lambrusco is frizzante. By definition. A Lambrusco Spumante is a sparkling wine made with Lambrusco grapes.
348,LauraShezBar,0,0,1,0,@AldiUSA i see the beer and hard seltzer advent calendars are being released next week . What are the dates for the wine advent calendar and sparkling wine one ?
349,SavourKilkenny,0,0,1,0,"It's wine o'clock 🥂🍾 
Discover sparkling wine with Owen Murphy from @WinesDirect is on and we are learning lots (and tasting) delicious sparkling wine! 
#savourkilkenny #savour2022 #savourkilkenny https://t.co/215PKhOgur"
350,cole47pzw,0,0,1,0,"NV Wilson Creek California Almond Sparkling Wine 750mL EHX1AAR

https://t.co/AdxVtim5Pt"
351,lisaquestions,0,0,0,0,"Celsius Sparkling Grape Rush:

Tastes like wine.

Like...okay maybe 80% like wine. It's sweeter (to me and my hypersensitive to bitterness sense of taste)

Anyway, I feel like this is one of the least artificial energy drink flavors I've tried?"
352,handayeani,0,0,0,0,"On the tray was a bottle of herb wine, different kinds of vodka, pickled mushrooms, rye cakes made with buttermilk, honey in the comb, still mead and sparkling mead, apples, nuts (raw and roasted), and nut-and-honey sweets.9AZ"
353,Westgate_Wine,0,0,0,0,"Here’s what we’ll have open and on sale:

Folie by Gassac Sparkling Chardonnay
reg. $25 / $14.99 sale
Special Price - $10.99"
354,MediaBlotter,0,0,0,0,"Winemaker @alicia_syl @BansheeWines on how parents can spice up Halloween: Cabernet with Reeses, dry sparkling with Nerds Gummy Clusters and Pinot Noir with Rolos. https://t.co/gljuHeUxb7"
355,shxrz_,1,0,0,0,"Nah, that's Wingardium Leviosa. Samosas are a cocktail that originated in Spain and Portugal, consisting of red wine, fruit juice, sparkling water, flavored liqueurs and fruit https://t.co/LkDEabeXoT"
356,springgatewine,0,0,0,0,"Happiness is a glass of bubbly! ✨ Our Sparkling Indian Summer Catawba is a blush that pleases both the sweet and dry wine palate with its peach and strawberry notes and tart citrus finish! 🍓🍑

#springgate #springgatevineyard #springgatearcona https://t.co/7TLCE89C3g https://t.co/mrW9nPkbhx"
357,SavourKilkenny,0,0,0,0,"Up next 'sparkling wine tasting' with @Omurchu67 from @WinesDirect

Few tickets are still available for this at the door! 
🥂🍾

#savourkilkenny2022 #savour2022 https://t.co/xwpsTtTPtd"
358,VinityWines,1,0,1,0,"Our Santa Pack - Only £120 🎅

These are our best sellers from over the years all packaged together, giving you the best selection yet. Just in time for Christmas! Here's what's included:

🍷 Red Sparkling Wine
🍷 Rose Wine
🍷 Port
🍷 Red Wine

#Christmas #VinityWines #SantaPack https://t.co/9fCsLzqq0V"
359,BCWineTrends,0,0,1,0,"@Noble_Ridge The Noble Ridge sparkling wines are very consistent year to year and ""2017 The One"" is no exception. 94 Points

2022 WineAlign National Wine Awards of Canada Silver Medal Winner

This traditional sparkling wine is excellent value and was fantastic with seafood."
360,BCWineTrends,0,0,1,0,"@Noble_Ridge The 100% Pinot Noir grapes for this wine are from the Okanagan Falls estate vineyard.

The wine has 4 Hours of skin contact.  The free-run juice was cool fermented.  The sparkling wine was made ""Méthode Traditionnelle"" with En Tirage for 29 months."
361,Giadzy,0,0,0,0,"An Aperol spritz is a decidedly warm weather drink, and in this cocktail, the Prosecco and Aperol are replaced with sparkling Lambrusco wine and a touch of Amaro to make it wonderfully fall. https://t.co/sUeJqtyNZw https://t.co/m6FdBXzdpG"
362,JustinPSaunder,0,0,1,0,"A sparkling wine is also available, produced by the traditional method of bottle fermentation, resulting in a dry, yet full-flavoured fizz."
363,account_thirst,0,0,0,0,"@StripesValentin @KatyMontgomerie This is like the ""um, actually women CAN'T rape anyone because our shitty law specifically defines it as a specific type of sex"".  If a misogynist does misogyny at someone, that person experiences misogyny.  Not your champagne/sparkling wine BS."
364,3stonebrother,0,0,1,0,Seems like this rumour might be true. I'll post cake and some sparkling wine. https://t.co/CrtmoqeEgJ
365,kellythiebaud,0,0,0,0,@SallyGo14934780 Good luck! You can do it! It’s all mental. I find drinking sparkling water in a wine glass with a lime does the trick. 😁
366,IMetaversity,0,0,1,0,@SugalisciousRea Globe grapes. I like taste of it drenched in sparkling wine.
367,MiraculousAnie1,0,0,1,0,"@tassagency_en Thank you very much for this message.The liberation of Ukrainian Crimea from RuZZian Nazis has begun.
More wonderful information coming soon.
Special information for the Kremlin:
The Crimean sparkling wine was and is always Ukrainian. https://t.co/gYvGL7EGcz"
368,NeleFalke,0,0,1,0,"@RespectfulMemes My mom and I got each a rose on a train. After a short weird talk he gave us his whole bunch of roses. Than he gave us a sparkling wine, we should have a girl's evening. But we should also eat something nice, so he also handed us a frozen chicken and his bag to carry everything"
369,itvc_,0,0,1,0,Watch Snoop Dogg Rap In AR On This Sparkling Wine Label - Screen Rant https://t.co/pqApJSPVcj #augmentedreality #ar #technology
370,peterborodatyy,0,0,0,0,"(2/2) And what wine is so sparkling, what so fragrant, what so intoxicating, as possibility!”
— Soren Kierkegaard"
371,HogarthsHotel,0,0,1,0,"See in the New Year at Hogarths Solihull! 🎇 
Enjoy a glass of sparkling wine on arrival, canapés, a four-course set menu, an evening of entertainment and fireworks. 🍸
£109pp
Find out more. ⤵️
🖥 https://t.co/9mKKIbHbnM
#HogarthsSolihull #NewYear #NewYearsEve https://t.co/uSI1nUBnvc"
372,Eater,1,0,0,0,"Have yours with prosecco in it, or get moody with sparkling red wine instead (via @Thrillist) https://t.co/HdQS9MjQCK"
373,kaeyabot,0,0,1,0,"Sparkling wine is a specialty of Mondstadt. Mix it with three parts Dandelion Wine and the bitterness disappears completely. This concoction is known as ""Death After Noon."" Delectable."
374,howsshebeen,0,0,1,0,@Pdouble0k Then you’re not allowed sparkling wine for a week every month
375,seema_neo,0,0,1,0,"What you have there is a sparkling wine. 

Champagne can only be called Champagne if it comes from Champagne in France."
376,EynshamCellars,0,0,1,0,"Just 3 tickets left for our English Sparkling wine tasting with on Friday 11th November @MarketGardenEyn snap them up quick before they go!
We have a few others coming up too…

https://t.co/YIt69N6EOl https://t.co/3ZsbwvJyo1"
