,user,red_wine,white_wine,sparkling_wine,rose_wine,content
35,jillsjam,0,0,0,0,"Rhubarb Jelly
Order at https://t.co/iPtggQALSj
-Spread a generous dollop of jelly between two of your favorite cookies to make a quick sandwich cookie.  
-Warm jelly until liquefied and stir several tablespoons into a glass of chilled sparkling white wine.#rhubarbjelly #jillsjam https://t.co/5efH6EXDfc"
36,FieldersPub,0,0,0,0,"Wine, Whiskey &amp; White Claw Wednesday 
https://t.co/661DDbMyeV

Chili
French onion soup
Soup of the day

Meatball Parmigiana Sliders (2) $7.99
Pork &amp; Long Hot Sliders (2) $7.99
Cheeseburger Sliders (2) $7.99
Or mix &amp; match sliders $7.99
(dine in only)

$3 White Claws https://t.co/w00nolgliF"
37,aproperdrinkuk,0,1,0,0,"Skinny Sauvignon Blanc Case - Low Calorie, Low Sugar, Keto White Wine Case - 6 Bottles
https://t.co/MBTjZ7Arb0
#aproperdrink #luxurydrinks #christmasdrinks https://t.co/chx3I4fucl"
38,bednar56gfl,0,1,0,0,"Microwave Dish Cozy, 1 Dinner Plate Cozy, White Wine XHJIKVN

https://t.co/nkV7Mj8kkS"
39,ChrisEKennedy,0,1,0,0,"@Carmel_Jacob They really are.

If you're into French potato based dishes, can I also recommend Tartiflette?  Potatoes, white wine, cream, bacon, and a whole reblochon cheese melted on top. Just magnificent. (swap out the bacon if vegetarian)"
40,Mamepe_Mbali,0,1,0,0,escargot on garlic toast and some white wine would do me good rn 🥺
41,PlaysEdgey,1,1,0,0,"@JasonGancedo Red Wine, White Wine, Sherry, Rice, Apple Cider… and straight up clear so six here."
42,Momentious1,0,1,0,0,@mohale_motaung Red I prefer it not cold but for white wine I need it to be so cold 😋
43,HelenaSips,0,0,0,0,"Loving getting to grips with the components of #BordeauxWines with a blind tasting of grapes separately. Starting with white! Such an elegant, aromatic, largely #SauvignonBlanc wine and comparing to an oiler, richer #Sémillon. @BordeauxWinesUK https://t.co/8roxT8ykXe"
44,baloyi_blessing,0,1,0,0,@OrieOra white wine
45,cafmetcalfe,0,1,0,0,@richardpfranks @ILepere @connorjmcgovern Where did all the white wine go then? Clearly I was watching the wrong competition floor
46,Ogun21427059,0,0,0,0,"holy hyssop water,holy lemongrass water,holy 💦🌊 mixed with rum,tequila,wisky,wine made of 🍇 white or 🍒♥️ red,buy sage and add it to the holy water 💦💧 buy Palo Santo add to the holy water and bless your 🥑🥝 fruits by washing them yes submerge them in in palo Santo &amp; rue ☘️"
47,buzdrinks,0,1,0,0,"Chit Chat White is the Friendly wine for every occasion. Gold pale color, tropical and pineapple fruits, refreshing and mouth-watering dry white wine with a clean finish. Enhance your taste even better with Fish and Mozzarella! Buy now https://t.co/Mr1tIyO5UI https://t.co/MKzn40VbJq"
48,djmatsunaga,0,0,0,0,"「DJ松永 × CULLNI」

EX. ZIP TURTLE NECK LAYRERED KNIT
color：PEACOCK GREEN×WHITE,WINE×WHITE, BLACK×WHITE / size：1,2 / price ￥36,300 (tax in)

詳細▶︎https://t.co/Nc1MQMGv7Y https://t.co/sJd2PcSADS"
49,b3ckybr0wn,0,1,0,0,"Launching this little fella at @Dauntbooks Hampstead Heath this evening! 6:30 - 8:00, and a must see event for anyone who likes bad speeches and warm white wine https://t.co/cHTs2O034h"
50,PaulaStaal,1,1,0,0,"Trying out a white wine. #Pitchfork #SSB #Cheers Wish me luck!! 
Normally a red wine / beer / cocktails drinker. 😜 https://t.co/hVcKHI9DRL"
51,Fried_br,0,1,0,0,"@C2M_Killmex Risotto all’italiana - for example with pumpkin and amaretto. Saute butter and onion or Celery, carrot and onion. Prepare a separate stock that you will add while cooking. Add rice until golden/brown and fade with white wine. Let it cook and add broth"
52,jessiekher,0,1,0,0,"🧊 Hazelnut latte and roasted almond latte 
🍴 Prairie breakfast and white wine prawn aglio olio https://t.co/JTXF5dVuwy"
53,theeejoeshow,0,1,0,0,arched back deep stroke white wine weed smoke
54,WPTUK,0,0,0,0,"#winesofportugal at the @threewinemen Big Christmas Wine Fest - Join them and us to taste the 10 wines we’ll have at our table, from the various wine regions.

🎯 Wine 2/ Barão do Hospital Alvarinho - Vinho Verde DOC – White 2021 from Falua Wines from Portugal https://t.co/2wlHNaD8jq"
55,lot80593982,0,0,0,0,“The word was beautiful: wine. It made you think of dark purple because the grapes were dark purple that grew in Greece outside houses like white temples. ”
56,Fiona35352137,0,0,0,0,@jon_deakin All that’s missing is a lovely cold glass of white wine! 🥂
57,rylayz,0,1,0,0,@blubublubb itu equil apa white wine ya btw 😂🙏
58,NickHowes13,0,0,0,0,"@Ashley_Coates May be an artistic representation of the Corn Exchange in Corn St? Number 2 Wine St was indeed new around 1790 (as was Christ Church on the reverse), but 2 was a narrow brick fronted shophouse seen behind lady in white shaw https://t.co/FHwgNKAKM8"
59,arsonistph,0,1,0,0,@CapitalOne @taylorswift13 WHICH TAYLOR ERA ASKED FOR WHITE WINE
60,CrazyCookBot1,0,1,0,0,Yo dudes!  Here's our latest recipe: First add 55 teaspoon Oats (may contain a gluten analogue; usually contaminated by gluten in processing). Then combine with 59g Quiche. Last but not least add 24ml white wine. Now rest for 11 minutes. Try not to throw up 😉.
61,peopletree6,0,0,0,0,""" SMILE THERE IS WINE""   
""PeopleTree Institute of  Hotel Management, Belagavi  conducted Bartending practical and demonstrated making of various cocktails to the  students .
*Gimlet
*Gin &amp; tonic
*Bloody Mary
*White Russian
*Screwdriver Vodka
*Long island Ice Tea https://t.co/x2uUAI040q"
62,satelliteruin,0,1,0,0,never trust somene who prefers white wine
63,TheWantonWench,0,1,0,0,"“Giddy &amp; giggling like schoolgirls, drinking white wine round the pool &amp; watching the kids.”

Her children are 3 &amp; 1 and she's admitting in her podcast that she was getting drunk whilst the children were around water.

Isn't that rather irresponsible and quite frankly, DANGEROUS! https://t.co/ruv5Fc3tBC"
64,loyafgh,0,1,0,0,@mjdawar @ShamaJunejo Wining and dining. Mohsin has a great taste. I didn’t know he enjoys white wine.
65,SeasonsGala,0,0,0,0,ELIXIR GLASSWARE Square Wine Glasses Set of 4 - Crystal Wine Glasses 14oz in Gif...👉 https://t.co/r3jbsyWFlN
66,SeasonsGala,0,1,0,0,JoyJolt Spirits Stemless Wine Glasses for Red or White Wine (Set of 4)-15-Ounces...👉 https://t.co/hduXoWmfWW
67,SeasonsGala,0,1,0,0,"JoyJolt Layla White Wine Glasses, Set of 4 Italian Wine Glasses, 13.5 oz Clear W...👉 https://t.co/GemwCD2T1u"
68,fml,0,1,0,0,"Today, my husband drank way too much white wine at a wedding and projectile vomited all over me and my car while I was driving. We were 5 miles from home and I have emetophobia (the fear of vomit/vomiting). FML https://t.co/5w08Pcc8iL"
69,orcapluush,0,1,0,0,@EsorXela @wilbursootlyric white wine in a wetherspoons iirc!
70,HairfordaysLTD,0,1,0,0,On Wednesdays we wear peach &amp; drink white wine 🥰 https://t.co/Yjeof6a63J https://t.co/6tXhcO7guG
71,hellobellum,0,0,0,0,I understand why the white girl colleagues be sneaking wine into conference sessions.
72,DebsParlor,0,0,0,0,@Woodbridge_Wine Love your white Zin best. 😍
73,Barbara30151254,0,1,0,0,General Tso's Chicken | 3/4 cup of canned chicken broth | 1 1/2 Tbsp cornstarch | 2 Tbsp sugar | 2 Tbsp low sodium soy sauce | 1 Tbsp white wine vinegar | 1/2 tsp ground ginger | 2 tsp peanut oil | 2 scallions- chopped | 2 cloves of garlic- chopped | 1/2 tsp red pepper flakes | 1
74,ReciprocalWine,0,0,0,0,"WINE WEDNESDAY - NEW LISTING!

Our featured wine this week is the Bodegas Godelia Godello 2021.

View the wine on our website -- https://t.co/Ttr7Am4VeG

#reciprocalwines #itsreciprocal #winwednesday #winesofspain #newlisting #bodegasgodelia @BodegasGodelia https://t.co/6xfRGBhil0"
75,Winehouseportu1,0,0,0,0,Dorina Lindemann white is a wine from Alentejo Winehttps://winehouseportugal.com/alentejo-wines/6911-dorina-lindemann-2020-white-wine-quinta-da-plansel-are-situated-about-100km-from-lisbon-in-the-southeastern-part-of-the-city-of-.htmlDorina Lindemann 2020 White Wine#winehouseport https://t.co/mFKEb0agqp
76,MarySmi01384769,0,0,0,0,"@lynnesh66 @Jadeinnm @angelalevin1 No one said they also weren’t in the water, stop trying to find drama where there is none. Why does does only Meghan get the implied criticism? No other white women have a glass of wine with their kids by the pool? Enough is enough already."
77,DaveToau,0,0,0,0,"@williamlgensert Sounds right. The relatively simple, fruit-driven, soft-textured red or white wines seem to be the thing for pizza. A chef in the family gave me the following topping/wine rule-of-thumb: 
Tomato-laden … Cabernet Franc
Cheese … Sangiovese or Zinfandel
Pepperoni … Chianti"
78,prleeds,0,1,0,0,"@PenelopeIngle Equal parts white wine vinegar and olive oil. A little salt and pepper, a pinch of dried Oregano to Greek it up a bit.  Pop it in a jar and shake it up.  Simple and tasty."
79,billthoo,0,1,0,0,"2nd course tonight
A little white wine and water
Wrapped and on the BBQ plate https://t.co/6JtH0L0M2T"
80,Leighswiftie08,0,1,0,0,I love that Taylor is a white wine girlie
81,hubertlepicki,0,0,0,0,"@Wordsworthnowt Sweet and white wines turn out good in this country. For decent dry reds we need several more decades of warming, it seems. But there used to be wine making in Poland in middle ages, and these vines my father grows are maybe 20yo and every year are full of fruit... Can be done!"
82,justachefbot,0,1,0,0,How about this? Saute leeks in butter and garlic until fragrant. Add ribeye steak and white wine. Cook thoroughly. Serve with spaghetti and a bit of balsamic vinegar.
83,stisctybot,0,0,0,0,"Wine-tipsy, I crawl into the back porch guest bed, The white duvet stiff with desert grit. (In this windy, rainless LA summer, You could shovel the deep dust Off your windowsills.)"
84,commixquotes,0,1,0,0,"It's white wine in a Wetherspoons 
 Fine dining, with cheap perfume"
85,callmemicahhh,0,1,0,0,I LOOOVEEEEEEE white wine.
86,6thfloorcoxy,0,1,0,0,"Tune of the day...
@FrenchTheKid1 - White Wine

https://t.co/YJHPkSnGor

#6thFloor"
87,OwenGreenfelde5,0,0,0,0,"Edmundo, Cook Wine White Goldn, 25 4 OZ (Pack of 6) KOMXVZL

https://t.co/YLvuugWDVH"
88,brownfistpump,0,1,0,0,"@Anarky187 @HuffPost Oh shut up. The girls are in the kitchen w/their glass of white wine, waiting for you with some juicy gossip."
89,aproperdrinkuk,0,1,0,0,"Crumsa Terres Rares Sauvignon Blanc - Low Calorie, Low Carb, Keto, Vegan Dry White Wine - 1 Bottle (750ml)
https://t.co/Juh4gNGQyj
#aproperdrink #luxurydrinks #christmasdrinks https://t.co/Es53jVeons"
90,saltxair,1,2,0,0,taylor swift being a white wine girly is my call to arms like the number of times i’ve been bullied into sharing a bottle of red wine at dinner with friends.. i can now stand proud.. I AM A WHITE WINE GIRLY @taylorswift13 @taylornation13 #TSxCapitalOne #TSTheErasTour @CapitalOne https://t.co/qXt49lfvV6
91,thisisgintrying,0,0,0,0,"“white wine, please.” she is me. I am her. we are one."
92,crackerscraigo,0,1,0,0,@Ianrob12 I’m thinking a creamy white wine sauce
93,GoldenxPichu,0,0,0,0,Yo STFU you aren't male wife your just a dumbass who cooks food I am male wife like the white women who cooks while drinking the biggest glass of wine but I'm drinking beer cause I'm a dude and dudes drink beer fuck you I'm a male wife and I will make food then fuck https://t.co/oRMgwwpj57
94,aussie_wine,0,1,0,0,"2019 Trinity Hill Gimblett Gravels Marsanne

🛒 &gt;&gt;&gt; https://t.co/D8qjk4Ie4j

Delicious 3.9 star wine from Gimblett Gravels. A White Wine with 8 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/VhVwzmJkux"
95,MattMifsud96,0,0,0,0,@atrupar It’s such a wine drinking blonde white girl song.
96,JM_StatenIsland,0,1,0,0,"My ideal large plate of Thanksgiving dinner would consist of turkey w/ gravy, mac &amp; cheese, mashed potatoes, stuffing, corn niblets, yams, 2 slices of jellied cranberry sauce, and a Hawaiian roll. With a glass of white wine. https://t.co/d4VQsNsJKq"
97,jill_guthrie,0,1,0,0,"@JasonGancedo I found 11:  Malt, white, rice, red &amp; white wine, apple-cider, balsamic &amp; pomegranate-balsamic, blackberry-balsamic, dark chocolate-balsamic, expresso-balsamic!"
98,theejenbunny2,0,1,0,0,I need mussels and white wine
99,shinjjiru,0,0,0,0,"#RainbowFriendsAU
W&amp;B by @mooomu02 
White and yellow by @SevenEvelen 

Baby wine?
You mean grape juice?

They're naughty childrens https://t.co/lobiX26xkP"
100,litepocketdeals,0,0,0,0,"Pay only $10.  60% off
Use code 601LMAJO.
Wine Bottle Lights with Cork, 30 Pack 20 LED Lights Battery Powered DIY Warm White Fairy Lights Stri.

https://t.co/zg30tqpyyi

#lpdHome&amp; Kitchen

 More deals at https://t.co/veGS9qsnDN https://t.co/4Ev8Mu6wvd"
101,JGillRay,1,1,0,0,"@Fact Lager, bitter, stout, red wine, white wine, champagne, cider, G&amp;T. Easy."
102,RCdeWinter,0,1,0,0,"A guy walked into a bar in West Virginia and ordered white wine.
All the hillbillies sitting around the bar looked up from their beer and whiskey, expecting to see some pitiful Yankee from the north. 
The bartender said, ""You ain't from around here, are ya?"""
103,FinalGirlChloe,0,1,0,0,"@filmstylls Ooooh, I tasted a nice Italian white wine recently, and it was so fruity and smooth. Im with Taylor on this one 😄"
104,CBTucker3,0,1,0,0,@WriterBrettH Got any leftovers? I had burnt pizza and white wine. It wasn't romantic.
105,filmstylls,1,1,0,0,taylor swift how do u drink white wine it tastes like pee i don’t get it how are u not a red wine girlie
106,Dimakatso_DMH,0,1,0,0,@Moanerleaser Saying voetsek &amp; cutting ties with ppl &amp; things that interfere with my peace. I crotchet or knit while watching crime investigation shows. Drink white wine on heavy days. I don't visit ppl nor do meet ups anymore. I spend time alone figuring out my life
107,anneleitch13,0,1,0,0,the way she asks for the white wine at the end
108,jubilyrics,0,1,0,0,It’s white wine in a Wetherspoons
109,Rafael878770086,0,0,0,0,"Gellen Gel Nail Polish Kit - Classic Elegance Series 6 Colors, Popular Black White Grays Wine Nail Art Winter Colors - Home G QKCTAPS

https://t.co/3UtI3ScVaG https://t.co/UwDKbhQNHC"
110,legallyexblonde,0,1,0,0,girly loves her white wine. she’s just like me fr https://t.co/DP9eKAZIvd
111,speakmidnights,1,0,0,0,i’m gonna wear a white dress to the eras tour and spill red wine on it simultaneously representing maroon and clean
112,palliaoculta,0,1,0,0,"@LUCKYDXCE ㅤ
HiMERU received a bottle of white wine as a present on its trip , he thought today would be a good day to try a cup of it ...

( He trailed off gaze averted from the unitmates , it was obvious it wasn't able to control itself , and maybe also that he"
113,justin_travelog,0,1,0,0,@Surpinto been transitioning from beers to white wine.... beers tend to make me feel super full haha
114,NiaJanvier,0,1,0,0,cooked cajun blackened salmon and shrimp w/ garlic mashed potatoes &amp; a white wine cream sauce for dinner 😋 chefs kiss it was delish.
115,AyeitsAnissa,1,1,0,0,Wild night; wondering if I should switch from white wine to red wine once these veggies and tri tip are done
116,PeachSaliva,0,1,0,0,@MegaMeatBoy @WoolieWoolz It’s actually an iconic symbol that’s present in a wide variety of cultures for different reasons such as protection. Sloppy white wine moms didn’t invent everything lol
117,cheorypie,0,1,0,0,i would bare knuckle fight a mountain lion for a can of tinned mussels w pasta and arugula and a glass of white wine rn
118,that_one_garden,0,1,0,0,@saltyfrgnwater @TheLich95794181 Ooooo white wine or red wine? Also for some reason bourbon is good
119,watkins_linda,0,0,0,0,@GDoc2001 Pink wine and white cheddar popcorn.
120,swiftiegee,0,1,0,0,white wine please🥺 https://t.co/GcSvgNVXX5
121,TheWineRoad,0,1,0,0,"Viognier is a full-bodied white wine originally from the Northern Rhone Valley in France. Depending on the style, California Viognier can walk the line between a warm climate Riesling and a traditional #Chardonnay. Read our recent reviews: https://t.co/ECnTM3IC0p https://t.co/IarsCRYFH7"
122,botjeelaa,0,1,0,0,"4680. 
Chablis  n. (pl. Same) very dry white wine from chablis in e. France."
123,Kinesiaaa,0,1,0,0,@DefNotW6 @CubeApril black grapes can make white wine so....
124,BoriaMajumdar,0,1,0,0,.⁦@debasissen⁩ having white wine at Darenberg winery at Mclaren Vale in anticipation of an Indian win and practising his Nagin dance. Hmmm. ⁦@RevSportz⁩ ⁦@CricSubhayan⁩ ⁦@TrishaGhosal⁩ ⁦@abhishereporter⁩ ⁦@sharmisthagoop2⁩ #mamashow #mama https://t.co/G32Zp9JmQB
125,masi3v,0,1,0,0,"Drinking 2020 Lion's Mane Ordain White -Bright, floral (hyacinth, acacia), fruity (tropical and citrus), with a healthy dose of tartness. While this is not my style of white wine, I can see how this would find an audience. 88 Pts. #Wine #California #Symphony"
126,nattysommelier,0,0,0,0,Are You Ready for Skin Contact White Wine? https://t.co/8fMIuc53pA via @lifehacker 🍇🍇🍇🍷🍷🍷
127,Monty1337930391,0,0,0,0,"2016 Wagner Vineyards Riesling Ice 375 mL White Dessert Wine XAY4E2D

https://t.co/XG5RLq76lZ https://t.co/XPx1JEQpzO"
128,sfink327,0,0,0,0,"I actually know at least one person who dressed up like her. She wore a mini dress, had fake bruises all over her that were obviously made by makeup, a wine bottle, and a little bit of white powder around her nostrils. It was actually quite amusing LMAO https://t.co/RZ2JLX4naq"
129,TyraTyraB,1,1,0,0,Red wine or white wine...
130,domsagem,0,1,0,0,never knew white wine could get me rowdy like this 😏
131,lbdiditnice,0,0,0,0,@kirkpate That is such a shitty tattoo. Hot take bc I’ve had three glasses of wine: tattoos almost always look trashy on white people unless they’re extremely well done. https://t.co/LBCX3RUOt2
132,heldyourpride,0,1,0,0,recovering from the most chaotic day with a glass of white wine listening to midnights #TSmidnighTS https://t.co/IWnF4QtECT
133,sometimes_icook,1,0,0,0,"Beef heart beef stew, with portobello mushrooms, white onion, carrot, thyme and red wine #food #yummy #gingerkitty #sometimesicook https://t.co/fAnMozBXid"
134,jessxdefreitas,0,1,0,0,"hot shower, white wine, candles lit, sade playing"
135,CharleyWawa,0,0,0,0,"@BeccaLynn412 @fred_guttenberg Thanks, I get that spite thing a lot from white people, especially the ones who grew up wealthy and think the world is all wine and roses.

Fortunately, I'm not trying to get people to support the death penalty, or to vote blue next week like Fred."
136,frenchpressplz,0,1,0,0,"With my slow ass internet connection the Genshin update is not gonna be done for another three hours, so I'm editing video, hovering in Slack, drinking white wine, reading Titan's Bride, doing laundry, and vacuuming................."
137,taladorei,0,1,0,0,45 minutes on medium adding 1/4 cup white wine every 15 https://t.co/CWzzYcnYSd
138,Miss_Criss_,0,1,0,0,@Richkid_life It never gets me drunk at all. Idk why. &amp; I refuse to drink Taylor port lmao white wine always for me
139,LisaAP13,1,1,0,0,"@MidniteOil55 @JasonGancedo Fig and vanilla balsamic sound interesting.  Holding my own with 8 varieties. 

Balsamic 
White balsamic
White wine
Red wine
Apple cider 
White distilled
Rice
Champagne vinegar"
140,RangerTyion,0,1,0,0,"I made a weird soup. Sliced pork chops, onion, carrots, white wine, Worcestershire sauce, soy sauce, chicken broth, thyme, garlic, and peas. No idea why I combined all that, but it’s actually pretty good! https://t.co/tVu9sszOON"
141,superzusgw,0,0,0,0,Taylor swifts new tour sponsored by @CapitalOne! Me: yes! Capital One arena is in dc! @taylorswift13: hold my white wine….gonna make a lot of people sad 🤣🤣🤣
142,stayx3apologist,0,1,0,0,@hushmirrorball i thought it was supposed to be evermore kinda?? the brown/orange plaid skirt plus the dark green shirt give biiiiig evermore vibes. also white wine = champagne?
143,charleygrlradio,0,1,0,0,"My head says @taylorswift13 is 32, but my heart says she’s too young to be ordering white wine @CapitalOne #wheredoesthetimego #cardthatgirl"
144,SeaZenArt,1,0,0,0,"@JasonGancedo Malt, apple cider Braggs of course, red wine, rice wine, Nonies balsamic glaze, balsamic, white, and I think that might cover it"
145,nightIessghost,0,0,0,0,"the days flew by and the day of the party arrived.

wkx is getting some wine after mingling for a while with strangers. despite being accompanied by his old lover, he still feels there was something missing.

(btw he's wearing the white robe from the first woh episodes!)"
146,FancyWindow,0,1,0,0,Mariah season? You mean White Wine in the Sun and crying season?
147,OfficialDejj,1,1,0,0,white wine better than red wine
148,SPlRALCONTROL,0,1,0,0,"━━

only  to  add  one  more  thing  to  his  order.

“  White  wine,   as  well.  ”

Returning  the  menu ,   only  to  glance  back  at  the  lady."
149,winepairpodcast,0,0,0,0,"Sorry to say it, but drinking wine from stemless glasses is like flying a plane with no wings. Don’t do it!

#stemlesswineglasses

https://t.co/N7owmrGNh8"
150,djceewatts,0,1,0,0,"I usually don’t care for white wine but ever since I had this Sauvignon Blanc @ The Warwick, I haven’t been the same."
151,cseguin03,0,0,0,0,"So this recipe was outstanding with:
1) Double the tomato paste;
2) Splash of Rao’s sauce;
3) Splash of white wine;
4) Cook the pasta in chicken stock instead of water.

https://t.co/5xjXtj6H42"
152,KyashKT,0,1,0,0,Probably the only white wine I've legit enjoyed. Peach flavored 🤤🍑 https://t.co/9lROIyLTXM
153,healthieroption,0,1,0,0,@taylornation13 LOOK WHAT YOU MADE ME BREW plus I got my white wine and ice https://t.co/0ogABBbWGl
