,user,red_wine,white_wine,sparkling_wine,rose_wine,content
204,LouiseDouglas3,0,0,0,1,@CostaCoconuts Coffee. But before that it was rosé wine going back for ever :)
205,GerardBertrandO,0,0,0,1,"Our rosé wine Clos du Temple tasted by the wine expert Colin Hay and rated 95/100 in his article “Grand Cru rosé: the verdict” on @teamdb.

Tasted among 34 French Grand Cru rosé wines, Clos du Temple rises on the top of the rankings.  

Read the article: https://t.co/Z0vCbCHX9q https://t.co/cXQAME8bNG"
206,jimmysgyros,0,2,0,0,"Champagne instead of white wine for cooking?
Champagne or sparkling whites are a delicious and decadent substitute, and the bubbles will cook off along the way. 

For something in between, consider a bottle of lightly colored rosé, a very lovely light substitute for white wine."
207,JohnRHinton2,0,0,0,0,"a ceremony to bind our souls
long stem rose
white petals died to rust
left hands, the closest to our heart
grasp the piercing thorns
your hand atop mine, bleeding warm
as our crimsons mix
i collect a droplet, place it upon your lips
and then our kiss
as we drink the uniting wine"
208,papadeli,0,0,0,0,"MY FAVE 3
Brilliant chef Marcin (the creator of all the superb food in the counter &amp; the delicious food at events) fave three products in the deli are…
Rummo papardelle all’uovo
@singlevarietyco jalapeno jam ( it’s HOT!!) 
Reserve de Gassac rose wine 
On @GoodSixty for delivery https://t.co/3VThus8IYn"
209,hillbilly_ralph,0,0,0,0,"Right now Glass of Wine
Double cheese on The Burger for Ya #Red
I'll send some #pink Roo•sae~ #Rose https://t.co/VplBVpIvWF"
210,manmetdiepan,0,0,0,0,"Simonsig Woolworths Chenin Blanc Pinotage Rosé 2022, perfect with my Marinated Salmon with lime and pink peppercorns… 
My Wine of the Day...
Click  for more info and to watch my Instagram Video
https://t.co/axRBf1lmTY

@SimonsigWines https://t.co/hJ8bHYUbtu"
211,GWalter65,0,0,0,0,"Yes Way Rosé: A Guide to the Pink Wine State of Mind 8YN4I3M

https://t.co/AU9pVFfn1R https://t.co/OcG6l6EEBZ"
212,miniaturepepper,1,1,0,0,"The blackberry mead tasted more like a white wine, I can taste tannins similar to red wine in the elderberry one. I wonder if the blackberry/elderberry duo will straight up taste like rose"
213,Slimyguy2016,0,0,0,0,"@AthenaTheRose1 @Huff_The_Dragon @gremloreart @GenzuTuzzi im drinking Irish Red Rose or something it's like 17% alcohol it's wine. haven't drank since like the first and lost a lot of tolerance.
and oh god, poured the rest of it back in the bottle like an hour and a half ago and I'm still kind of feeling sick xD https://t.co/SUVhGXMGY6"
214,MphoMasoleng,0,0,0,0,"@Elaine95778101 Excellent. I often get directed by my palate where wine is concerned but yes, prefer dry and the rose I had also dry."
215,Nell_thelight,1,0,0,0,Literally boiling my body in seasonings (Dove coconut bath salt &amp; real rose petals) while sipping on this red wine #SundayFunday
216,vozenta,0,0,0,0,"@Chult9 there's the idea that its name comes ""raspise"" or a rose-colored wine. it could also be due to the fact it looks rough or is from a ""rasp"" thicket"
217,BrianScottLang,0,0,0,0,"Also the 

Red wine: men
White wine: women
Rosé: intersex/non binary
Chardonnay to Merlot: Trans

Was so clever😭😭"
218,meg_is_well,0,0,0,0,Check out this listing I just added to my #Poshmark closet: 🦋3/$30🦋🍷Wine bottle/ glass rose gold tone necklace on clavicle chain. https://t.co/QZ0PIXBA3n #shopmycloset @poshmarkapp
219,jason_barrette,0,0,0,0,"The Paulmara 2022 Project X wines are bottling today. Three wine styles; White, Rose’ and Red from a single variety produced in very small volumes. https://t.co/QC7cjEkI0z"
220,LolaFaglana,0,0,0,0,"Happy Halloween to @CJF_NC. This is his favorite wine - actually, any Rosè. https://t.co/4OKWKutVOq"
221,PT_Uncorked,0,0,0,0,"I wear white and drink Rosé after labor day...

SEQUEIRA ROSÉ 2021
Region (Região): Douro DOC

Notes: Red fruit aromas with well balanced acidity and a pleasant long finish.  #wine #vinho #winelover #winetasting #portuguese #vinhosTwitter https://t.co/Yp9B2CJRVg"
222,shooobiee,0,0,0,0,@TheGCommittee 😂 just cracked open my new bottle. of erma rose that we have yet to go to!!!!!!!!!!! Lol we been tryna do wine tasting for a year now
223,_dawnmontgomery,0,1,0,0,And I’m gonna open this new bottle of wine I got the other night. Should I do the white wine or the rosé?? 🤔
224,rose_wine_red,0,0,0,0,msg me when it's the highlight of your day. Not just when you are bored.
225,Jen_Kiwi,0,0,0,0,"Random WIP snapshot bc it’s been a while. Mix of c0mms &amp; con stock, many not yet fired/painted but adorable.

(Trying to decide what kind of beverage should go in the noodle dragon’s glass. Feels like red would hide too much of their noodly goodness. White wine? Rose?) https://t.co/CZb1JmHVFt"
226,LovelyLocalIndi,0,0,0,0,"[AD] There were some wine specials on offer – a litre carafe of either Pinot Grigio, Merlot or a Rosé for £16.95. Normally we’d have been tempted by such excellent value– but I really fancied a glass of fizz and then a spicier red to accompany the steak. https://t.co/rzxJE0ICBS https://t.co/I9H1Ia8BoK"
227,MovingMom1,0,0,0,0,"@seananmcguire Feeling in a made for murder(-ing, not being-) mood today also. No moths nearby, will have to settle for trail mix and rose wine from #TraderJoes. Bummer. 😉"
228,danielspaniel5,0,0,0,1,I was pissed on rosé wine for most of the year.
229,RealDiwan,0,0,0,0,"@NinersNation What new! Soft Zone Defense for the #49ers 

Only thing missing is glass of Rose Wine for DeMeco Ryan and his defensive staff.  

Have #49ers coaches not learned from past few games?"
230,rayofhope96,0,0,0,0,"Best I've ever felt abt my body image is when I fasted for 2 days, drank a whole bottle of rose, threw up bright red bile (bcos of the wine), woke up the next day and I looked **malnourisedddd**. LOVE LOVE LOVE"
231,jerde76oud,0,0,0,0,"Efavormart 12 Pack 6 5 oz Plastic Wine Glasses Disposable 2-Piece Rose Gold Rimmed Design With Detachable Base L2EUTEE

https://t.co/r7GOVawsFb https://t.co/oYGUm490lZ"
232,omni_ethereal,0,0,0,0,@Felicia97016545 Zea found a wine that’s called ✨Black Girl Magic Rose✨
233,LiveThePalmLife,0,0,0,0,Is This Rosé? *  Buy/download Tropics Lifestyle Magazine here: https://t.co/j0L6kecQZN https://t.co/5vhfHH5cNZ
234,Silas37E,0,0,0,0,"POP the Champagne Mini Champagne Bottle Labels ● SET of 12 ● Blush Rose Bachelorette Party Mini Wine Labels, Bridal Shower Br XAPPZA6

https://t.co/juSjMToK8L https://t.co/FQVDL3g4sC"
235,winerycanada,0,0,0,0,"Rose= Experience a crisp, dry, aromatic Rosé that reflects the terroir and natural wine-making approach. Notes of strawberry, rhubarb, and white pepper;   https://t.co/4tLQj2cB7B https://t.co/yFAUtAO4EC"
236,chanelashleigh,0,0,0,0,"my mom talking about “i don’t like it, no matter what i mix it w/, i don’t like it. it’s strong &amp; doesn’t taste like anything” 🤣🤣🤣

girl, that’s that real wine not stella rose 😂😂😂"
237,jakedraa,1,0,0,0,Baby I had to go get me a bottle of Stella rose red wine cause my cousin them think they gone be da only mf feeling good while I’m jus looking at they ass I think the fuck not
238,GMOFREEFLORIDA,0,0,0,0,"@BlakeBohne @ALNewsNetwork Non-GM purple tomatoes already exist. E.g., Black Beauty, Cherokee Purple, Dwarf Purple Heart, Indigo Ruby, Indigo Rose, Marizol Purple, Owen’s Purple, Purple Bumble Bee, Purple Reign, Purple Russian, Sunshine Blue, Wine Jug, etc. GM a huge waste of $. https://t.co/PUyXC5OPYK"
239,Laura42852531,0,0,0,0,@RTbotzy Rose wine lol. Was nice but I'm still a beer person will always be my first choice  #SaveLegendsOfTomorrow
240,RichardMHolley1,0,0,0,0,@salvatorRosa @SteveBrooks13 Is that a Shakespeare lookalike caught stealing a bottle of mateus rose from the Pet Shop Boys' wine cellar ?
241,tapiwa_rose,0,0,0,0,Definitely in the mood to go on a wine date and just feel sexy 😍🍷
242,shape_bot,0,0,0,0,"The pleasent rose square came on the plain paper. Then two long lines and two short lines joined, covered by wine."
243,shape_bot,0,0,0,0,"The pleasent rose square came on the plain paper. Then two u shape lines joined, covered by wine."
244,ayanna_joi,0,1,0,0,@Joshua_Castille Okay do the Dark horse white wine and you could do a rosé that’s a good dry wine to start off with bc it’s not as dry and say a Pinot Grigio or you can find a sweet red blend
245,DymoltWines,0,0,0,0,"Find the perfect gift with our highly sought collection.

https://t.co/WVwqnmXMbj 
_____________________________________
#craftedcandyfloss #no_more_boring_drinks #dymoltfamilywines #crystalsip_rose_the_day_away #wine_me_up_and_watch_me_go #beautyplug #businessoverwine #dymolt... https://t.co/cvDsnt0oIh"
246,zubamutesi,0,1,0,0,@tiff_vsvp white wine &amp; rosé are where it’s at
247,StoreNextDoorTo,0,0,0,0,"Category is … Thirty-Pun Days Of Horror Movies 🎃🍿 Day 30

ROSÉ MARY’S BABY

Wine bar https://t.co/usEZaHdOmo"
248,yesicancutit,0,0,0,0,"@ChicagoToKC @R0ckyt0p @gehrig38 If I believed that Moses parted the seas, Jesus turned water to wine, Jesus rose from the dead, Jonah lived in a whales belly, a virgin had a baby and the universe was “created” then yes……..I would have a mental illness.  But since I don’t believe in fairy tales, I’m good 🤣"
249,key_virtue,0,0,0,0,I love wine now so bad it’s make me feel so mature it’s the peach Stella rose for me  i love it 😂🫶🏽 🍷
250,BiltmoreHotel,0,0,0,1,"The Biltmore Wine Dinner Series are back! Kicking off with an exquisite collection of rosé wines from Chateau d’Esclans, home of Whispering Angel ultimate rosé wine. For tickets and more information visit: https://t.co/b8IS0cvCie #winedinner #thebiltmoremiami #thepreferredlife https://t.co/rSSe5YIXV8"
251,doryenicky,0,0,0,1,"@GaryBarlow after going to Mark's concert in London some days ago, I finally drank your rosé wine durind a  dinner at a friend's house ☺️ It is a pity that it cannot be purchased in Italy. Congratulations, it's really good https://t.co/DSEvb6Ac0t"
252,meadus_jody,0,0,0,0,"Is this world real?
Or is it just a dream?
I walk the Earth 
I smell a rose
But is it just a scheme

I take a sip of wine
I savour all its flavour 
A hint of plum 
Black berries hum    
A cascade of feelings flow

I sit back with a realisation 
This life is just #mine own
#vss365"
253,brigmoress,0,0,0,0,@ABakerN7 @onesingleheck I’m Moira Rose but exclusively when she gets drunk in the wine commercial.
254,joneszoe223,0,0,0,0,Have a fantastic time Gary just having a a glass of rose wine 🍷 in memories of our mum we love you Gary ❤️ https://t.co/EyGmVzQanp https://t.co/2WslT4A9aa
255,minibar_ebooks,0,0,0,0,Italian Rose is fresh and fruity with the sheer amount of white wine!
256,JerseyBird_,1,0,0,0,"@GaryBarlow stunning theatre in JERSEY, when it re-opens.
Love your red wine and happily making my way through the Rose too, though no sign of any Barlow wine stocked over here yet."
257,ilLambrusco,0,0,1,0,Lambrusco is frizzante. This is a terrific sparkling wine (Spumante) made with Lambrusco grapes. Sorbara (100%) makes very pale reds. A rosé made with Sorbara is — even paler. :) https://t.co/tffUC27OWi
258,JBHalls66,0,0,0,0,"Check out Shreve, Crump &amp; Low Tudor Rose Silver Plate Wine Funnel Sifter gold wash vintage https://t.co/GPZ2PX5kf5 #eBay via @eBay"
259,WrongName315,0,0,0,0,@buggirl I find Rose is more enjoyable compared to red and white if you'd want to try that. Also pour some sprite into the wine it helps to give it more flavor and not be as bitter!
260,THESKY973DOTCOM,0,0,0,0,"Next weekend, the fabulous Ocala Food &amp; Wine Festival at the World Equestrian Center. SKY has tickets to Saturday's ""Taste Of Ocala""...enter now, the listen Monday morning for your name on the Bob Rose Show. https://t.co/KjygqJinp1 https://t.co/yjxthq9zai"
261,notevenNikita,0,0,0,0,THE BURGUNDY ON MY TSHIRT AS YOU SPLASHED YOUR WINE INTO ME AND HOW THE BLUSH ROSE UP IN MY CHEEKS SO SCARLETT IT WAS MAROOONN https://t.co/PMBmfXdro3
262,GLAMOURBOMBLIVE,0,0,0,0,"@BigBenVa1 Rose Petal Rosé. Like the nectar of the Gods, and doesn't leave one with a hangover. But generally, wine🍷."
263,BrandAlertPro,0,0,0,0,Old Famille-rose Porcelain Ancient People Men Drink Wine Pot Jar Crock Tank Jug via @eBay #eBay🇺🇸 https://t.co/32uOUywOin
264,esoclect1c,0,0,0,0,"@mrswoouk I don’t drink wine but worked in wine for a while. My parents drinks p much exclusively red, but if they’re having white they usually go a rich Chardonnay. You could also try rosé - dry rosé would prob go better than sweet, more similar to a red/white combo than a white w colour"
265,DymoltWines,0,0,0,0,"Bulova Dynasty's Sweet Rose 750ml Bulova Dynasty's sweet Rose is a full bodied wine, cohesive and balanced with backbone, for the ultimate enjoy -tonight experience. 
ALC: 9.5 %, 750ml R 139.99 
 
Dymolt Family Wines 

#dymoltfamilywines #bulovadynasty #crystalsip_rose_the_da... https://t.co/1bitdahixg"
266,rrfc_n,0,0,0,0,"Pierre Chavin Zero Rose Non-Alcoholic Rose Wine 750ml HHBIDRV

https://t.co/exUwum9DVK"
267,thepjcompany,0,0,0,0,Boho Rose Pink Stemmed Colored Wine Glasses https://t.co/LttileWDGp via @Etsy
268,MaluLambert,0,0,0,0,"Joie to the world. Deliciously dry and fruity rosé by @LaMottewine, perfect onion skin colour too.  Impressive rosé, thank you La Motte. Thank you for the epic picnic cups too! #wine #rose #southafrica https://t.co/kIp2AnNyB0"
269,LemieuxAndrea,0,0,0,0,"Çal-based winery, Kuzubağ is one of the newest wineries to open in Turkey and is part pf a movement to change Çal's reputation from one of bulk wine to one of quality. They are off to a great start with their two rosés! https://t.co/Pf1EswVp50 
#SundaySips #turkishwine"
270,misslylarey,0,0,0,0,"@rosesfortywild Depends on season/vibe/occasion!

Warmer weather: Moscow mule, paloma.
Dinner or casual: Old fashion, French 75.
Wine: Chardonnay, Sauvignon blanc, rosè.
Party/club: vodka tonic w lime, basic jack n diet coke

I also like checking out the signature drinks on a menu ! 😊"
271,hourlynero,0,0,0,1,SSR - Serving a Blessing of Rosé Wine https://t.co/mm9mR1ylFW
272,kopperPOTS419,0,0,0,0,"@buggirl the blushing rosé is always my go to, followed by the prairie fumé. ice wine is pretty good, too
https://t.co/yOoyKsUltm"
273,ErnieElsWinery,0,0,0,0,"BIG EASY WINE RANGE 

Our popular Big Easy Wine Range is led by a classic Shiraz-forward Red Blend &amp; also features a Cabernet Sauvignon, Chenin Blanc &amp; Rosé. 

These wines are as generous &amp; easy-going as Ernie Els himself. Perfection is in the process. 

#ernieelswines  #bigeasy https://t.co/nxTdLpqZ5b"
274,nullcontext,0,0,0,0,"@animepiic ""Red wine or white dear? How about that Rosé from last time, there's still half a bottle left!""

[presses remote buttons to light more LED candles]"
275,hourlynero,0,0,0,1,SSR - Serving a Blessing of Rosé Wine https://t.co/zFbvJiy7zm
276,johnson91fozfb,0,0,0,0,"Personalized Wine Glass Charm~Any Name~Wire Name Charm~Rose Gold, Gold, Silver, Blue, Pink, Turquoise, and many more wire col SMNDFQS

https://t.co/eyBMoSn9RH"
277,torpidchaos,0,0,0,0,"@TheWrathOfAWen // yup! I came up with predicted scents for everyone. 
Greed: iron and paper, Lust: wine and rose, Envy: pink Himalayan salt and grass, Wrath: sulfur and firewood, Gluttony: caramelized sugar and olive oil, Pride: apples and lemons, sloth: lavender and chamomile."
278,CostcoAUS,0,0,0,0,"Are you a rose drinker? Try the 19 Crimes Snoop Dogg Cali Rose, a light and crisp rose that's fruit-forward and perfect for warmer weather. https://t.co/Jj4oeeWFPq https://t.co/ANLtliWzv1"
279,shape_bot,0,0,0,0,"The noisy rose square came on the plain paper. Then eleven squares and a rectangle joined, covered by wine."
280,lostournovelty,0,1,0,0,"debut can’t drink
fearless is citrusy beer
speak now is a shirley temple (can drink: chooses not)
red is a rum &amp; coke
1989 is champagne
Reputation is… an old fashioned
Lover is rosé (or a mojito hehe)
Folklore is white wine
Evermore is brandy
Midnights is vodka."
281,lovelyydd,0,0,0,0,"No wine got shit on Stella rose black , idc😭."
282,AGeminilove,0,0,0,0,Rose wine https://t.co/Xb79ZYHbVE
283,juanka2872,0,0,0,0,Clear Medium to light ruby red color. rose ... Wine from Damilano via @Vivino app: https://t.co/QJ6g5DXzpE
284,ladylust___,0,0,0,0,"@TheWrathOfAWen ooc. lusts personal smell is rosewood and fresh rain, but her domain is rose and wine apparently—"
285,LyannaStormborn,0,0,0,0,"@buggirl Maybe try a sweet wine? I know some people talk down on it but that's the only kind I like, lol. I enjoy Stella Rosa. They have different flavors like peach, mango, watermelon, rose, pink etc.. they sell them in cans if you don't want to buy a bottle!"
286,Th3Gra4dDe2ig4,0,0,0,0,"@FredDoughty2 @butterweckb @Kimberlynwriter @RBlooms2021 @TheodoreJ12 @michaelhsweet @rose_wytch @Dpsychologistng @ADMCMLXXVI @CK_Ruppelt @johnfishisalive @KaceyKells @BFScreenwriter Come with the pagans, we have cakes and wine."
287,CowboySull,0,0,0,0,@paulmu678 @IrishBrian30 I’ll tell ya the truth I often drank a bit of Rose wine. Graham Norton one. The rest of em are like vinegar
288,RickOceanMusic,0,0,0,0,"What was that first wine you drank as a teenager? Boone's Farm, Ripple, Wild Irish Rose, Cold Duck?"
289,ScriptMashups,0,0,0,0,"In last week's episode :
Chris Traeger cried ""I’m not asking for the moon on a stick, Johnny Rose. Come taste the difference good fruit can make in your wine"" and he flew to Raxacoricofallapatorius."
290,ruby_redsky,1,0,0,0,Red wine glass dangle earrings #earrings #rose #rosewine #RedWine #gift #gifts #celebration https://t.co/uspEnT7EXv #earrings #homedelivery #buyonline #christmas  #studs #etsyseller #dangleearrings
291,_d_rose_xo,0,0,0,0,Just got 4 free wine glasses with my groceries 😂
292,TheWineRoad,0,0,0,0,"Help Planning Your Trip or Girlfriend Getaway: In this episode of the @WineRoadPodcast we give tips and advice types of lodging available along the Wine Road, spas, Wine Road Concierge service and the wine of the day: @moshinvineyards Rose. https://t.co/BtF9Ijuh8t #podcasts https://t.co/TuS2PnXcQU"
293,fullsunfran,0,0,0,0,rose wine&gt;&gt;&gt;
294,gusclemens,0,0,0,0,"Scaia Rosato, Veneto IGT 2021: expertly correct rosé using classic Veneto red grape. Refulgent with strawberry, raspberry fruit flavors. Light, lilting. Simple, unchallenging aperitif that folks ambivalent about wine, will enjoy. https://t.co/g5pbnBBGaf #Wine #Winelover #Wines https://t.co/PGRNiwgaQw"
295,TooFab,0,0,0,0,"The video features Adele sipping on rosé, floating down a river and checking out @kendrick38 https://t.co/3fThIpDhNM"
296,crflames,0,0,0,0,"@GG37374104 Can I join you?  I think I will watch some hockey though. Any recommendation on the wine? Red, rose or white. No need for labels, just need to choose the preferred grape. Thanks"
297,mirandadiboll,0,0,0,0,"Both of them rose up during the mid 80s when blue eyed soul and sophistipop was on the sound systems of Yuppie wine bars. The Yuppies chose them, not the other way around."
298,Hergrim,0,0,0,0,"@gevmage @garybrannan The discovery of the Mary Rose and subsequent longbow finds ultimately helped prove his theory, but it wasn't until the early 1990s that he was vindicated.

In the meantime, he helped conserve the Mary Rose longbows (in his wine cellar), provided funding for their study /4"
299,HourlyMHYK,0,0,0,1,Serving a Blessing of Rosé Wine https://t.co/tx7xoO6gNo
300,GalwayGirl2505,0,0,0,0,"You are drunk with Rose wine, Apfelkorn, Kuemerling and Vieux/Cola so you put in a DVD with Geraldine McEwan as Miss Marple and you absolutely enjoy it. 

That's what I did just now and I wrote this tweet without mistakes. I know how to hold my liquor and function properly. https://t.co/WooIXwSMmX"
301,NinthCircleFan,0,0,0,0,"Piano, Music Notes &amp; Rose #CuttingBoard 🎵🎹🧀🌹
Wine bottle shaped cutting board in piano keys, #MusicNotes &amp; red rose design.
#PianoKeys #ServingBoard #RedRose #piano #CheeseBoard #CharcuteriePlatter #SnackTray #KitchenAccessories #ad https://t.co/6FeMfi41cQ via @pinterest"
302,st0ned_rose,0,0,0,0,I wanna g̷e̷t̷ ̷w̷i̷n̷e̷ ̷d̷r̷u̷n̷k̷ smoke weed and bake some pastries so bad👩🏻‍🍳 https://t.co/KElvmDMSzO
303,CFS_NoMI,0,0,0,0,"In this weeks Nightcap episode we taste tested Sierra Rose’s Blackberry Hard cider made from apple wine. Check out the link below:

https://t.co/R90NENTtD9

#apple #cider #wine #sierra #michigan #dream"
304,dandelionn_wine,0,0,0,0,Max watching #VampireAcademy with me as Dimitri and Rose make out. 😂 https://t.co/XMUU2qUsRU
305,MichaelChelus,0,0,0,0,"ICYMI on the #NittanyEpicurean the 2021 #Rosé of #Cinsaut from @ThreeOfCupsWine #wine #washington #washingtonwine #washingtonstate #wawine #columbiavalley
https://t.co/YKG8B7upk9 https://t.co/itKL3bW9ht"
306,_Mbrothers,0,0,0,0,"@LargestMannTF2 Even rosé wine? Very thoughtful. 

(He pretends to believe and tries not to notice the giant’s strange behavior, but still separated some meat and put it on the edge of the plate.)

Could you try a little first?"
307,Rachel_abbott97,0,0,0,0,Best thing about the game? My rose and wine glass🫶🏼 https://t.co/TGUIdvCVsE
308,LargestMannTF2,0,0,0,1,"@_Mbrothers “a hearty selection of very well minced meat and vegetables for easy digestion, a nice rosé wine and some melted chocolate fondue… I’m fine sir”
*ignoring the fact that his face was… Covered in burn marks. Those knives look deeply lodged in his back*"
309,StAndrewsTim,0,0,0,0,Out at friends tonight. He’s a wine buyer for a 🏴󠁧󠁢󠁳󠁣󠁴󠁿 wine company. Lambrusco rosé to start from Cavicchiolli &amp; sons. The palest rosé I’ve ever seen but a lovely lemon cheesecake palate. 👌👍😘 https://t.co/hzvQ8lkRtS
310,HollyyBerrie,0,0,0,0,"David Rose saying “I like the wine, not the lable” is all you need to know about my sexuality."
311,Tamara0h,0,0,0,0,"And the (literal) cherry on top? The Food Lovers Market next to Boardriders had fresh local cherries... my favourite fruit. Woolies has had cherries, but only imported ones, which I won't buy. 
Came home and enjoyed them with some rosé in the ""new"" wine glasses. #winning https://t.co/Yf5HWiJhn8"
312,JodyVezina1,0,0,0,0,@amyisquitebusy @Kristen_Arnett I don't like wine but I like their rose
313,GregBaine,0,0,0,0,You should be able to hold down the wine emoji 🍷and get white and pink as well. Chardonnay and Rosé should not be unrepresented. #wine #emoj
314,psypic,0,1,0,0,White Rose x White Wine .
315,JulieHob1878,0,0,0,0,"Putting my rose tinted Ray Ban’s on:

Lucky we didn’t concede a pen
Unlucky Mitrović didn’t get a red
Mykolenko was decent 
DCL’s first 90
We’d have lost that game last season
Our fans were superb 

That’s all I got…
Apart from more wine 😁
#EFC"
316,AuntieePenelope,0,0,0,0,Washing lansoprazole down with rose wine is my USP
317,Planetwordx,0,0,0,0,"@Kechi Hey @Kechi , may 33 hold a cup of fine wine for you, allow you blossom in season and out of season, give you peace like a flowing river and allows God's grace be the compass that leads you, above all, may it gift you love like a rose each morning of your rising. Amen."
318,artislove400,0,0,0,0,"@louisdamian7 The wine and rose 🔥

WE LOVE YOU BRYANN
STAY JIGGY
#BryannOnly"
319,WinerySmith,0,0,0,0,"Our current line-up including the two new kids on the block! This is the first time since 2016 that we have released our Cook's Flat &amp; it's definitely equal, if not surpasses, previous vintages!

https://t.co/0t5ximckd8
⁠⁣⁠⁣⁠⁣⁠
#napa #rosé #riesling #chardonnay #wine https://t.co/OiVqgDfjfk"
320,SosoMunaChi,0,0,0,0,"Got myself some Jimmy rose wine again, gonna have a cute night in"
321,Eduardoreyesrp,0,0,0,0,@TkStrand_ “Do you want a sweet wine or a dark red or something else babe?” He smiled. He would get whatever he wanted. “I have a taste for Moscato wine or a rosé.” He smiled.
322,nethyswain,0,0,0,0,I don’t like to stereotype American women but my tik tok is full of them making a big fuss about having a glass of wine every night or “just thinking about rose all day”. It’s so boring
323,DymoltWines,0,0,0,0,"Find the perfect gift with our highly sought collection.

https://t.co/WVwqnmXMbj 
_____________________________________
#craftedcandyfloss #no_more_boring_drinks #dymoltfamilywines #crystalsip_rose_the_day_away #wine_me_up_and_watch_me_go #beautyplug #businessoverwine #dymolt... https://t.co/h4YFi0fQQb"
324,DipsygenieHelen,0,0,0,0,"@Xhood_gamingX @depp_chelsea @carolinezola8 Course I do. By stalk his kids do you mean follow them on SM? I like Lily Rose, I hope she becomes successful in her own right. I'm not as mental as Depp stans who share photos of AH with her daughter buying wine.  That's bottom of the barrel level crazy.  Obsessed."
325,cindy1408,0,0,0,0,"Well done, ladies. Well. Done. 🤤 @McBrideSisters #rosé #NewFavorite #Wine #winelover #winetasting https://t.co/sBFsey6W5l"
326,VinityWines,1,0,1,0,"Our Santa Pack - Only £120 🎅

These are our best sellers from over the years all packaged together, giving you the best selection yet. Just in time for Christmas! Here's what's included:

🍷 Red Sparkling Wine
🍷 Rose Wine
🍷 Port
🍷 Red Wine

#Christmas #VinityWines #SantaPack https://t.co/9fCsLzqq0V"
327,ShabVintique,0,0,0,0,"Burgundy, blush pink, ivory, champagne mix of flower petals, Wine rose petals, Burgundy table decor, flower girl petals, wedding decor https://t.co/v8DIca3vir #weddingplanner #weddingdetails #Etsyfinds #Weddingdecor #wedding #WeddingDecor https://t.co/ycA784EjBD"
328,AoifeCarrigy_,0,0,0,0,"Forget choosing between value and excitement, Portugal’s wines tend to offer both, as my column in today’s @IndoWeekend explores, with the fab Evoé Rosé in the funky style of Stateside #piquette, an Aldi cracker and a ⭐️ winner from the #irishwineshow
🍷
https://t.co/EyvUoi8zNU?"
329,snigskitchen,0,1,0,0,@theedwardian81 @Luiseach I don't see why you'd recommend rose harissa and tamari soy sauce when the regular versions of both products are much cheaper. Even Waitrose's basic white wine vinegar is £1.40 for 500ml.
330,cimbalyn,0,0,0,0,Lovely Red Rose Wine Charm https://t.co/bzlf0EbBU7 via @zazzle
331,cimbalyn,0,0,0,0,Pretty White Rose Wine Charm https://t.co/5bCBlW85Rk via @zazzle
332,OldBrewery,0,0,0,0,"Summer ☀️has returned for a limited time! So make sure you get your self down and enjoy it wile it lasts. 

@YoungsPubs @visitgreenwich @oldroyalnavalcollege #summervibes #goodfood #rose #wine #greenwich #se10 #goodvibes #weekendvibes https://t.co/VNnt5A1rxY"
333,NeleFalke,0,0,1,0,"@RespectfulMemes My mom and I got each a rose on a train. After a short weird talk he gave us his whole bunch of roses. Than he gave us a sparkling wine, we should have a girl's evening. But we should also eat something nice, so he also handed us a frozen chicken and his bag to carry everything"
334,monifa1759,0,0,0,0,"@Rochell21664616 @sburnlist @Realitytvguru13 @BravoTV @lisarinna RINNAS RECEIPTS ARE AS BOGUS AS HER SELF-STYLED WIGS. EVERYONE THOUGHT THE RECEIPTS WOULD BE LISA’S TRUMP CARD UNTIL U TURN IT OVER, IT’S REALLY A TRUMP CARD” “DONALD TRUMP’S BUSINESS CARD TO HELP RINNA SELL HER WINE “RINNA ROSE” A HIT LIKE HIS TRUMP UNIVERSITY,AIRLINE &amp; STEAKS"
335,CrystalCityWine,0,0,0,0,"❗️Last Weekend to Save ❗️

Buy three (3) or more bottles of any #rose and/or #orange #wine and save 15% thru the end of October!⁠ (Including #SparklingWine 🥂)
⁠
#ShopLocal #DrinkPink #nationallanding #arlington #crystalcitywine #yesarlington #OrangeWine #SkinContactWine https://t.co/oC6foKQfko"
336,BeerInME,0,0,0,0,From @MagazineofMaine: Eighteen Twenty’s flagship wine is named Victoria for the rhubarb variety that’s been popular in Maine since the 1800s. It has a soft-pink hue and a tart-sweet flavor profile that gives the impression of a classic rosé. @drinkrhubarb https://t.co/jNm4XinxCu
337,louaylorverse,0,0,0,0,@91SDILF i havent recovered from my wine hangover last weekend maybe rose or white instead of red
338,Steve54712762,1,1,0,0,@moonhare77 @lolatake2 Think Wednesday is white wine isn’t it. I’ve been doing Saturday night to lunchtime Sunday for red wine. Maybe it’s me that got it wrong ? Have no idea when Rose’ wine is ?
339,EcoActionAnnie,0,0,0,0,@RealHughJackman Moira Rose! Tasting Herb Ertlinger’s fruit wine. “Taste’s like amoxicillin” https://t.co/GJjZbjgu10
340,Emerson_B_Rose,0,0,0,0,@LJRoberts09 Wine? I’m guessing you’re on the other side of the world?
341,LJRoberts09,0,0,0,0,"@Emerson_B_Rose I'm drinking wine and playing Playstation.
I'm all good.
(i should be writing but don't tell my brain, it hasn't noticed yet.)"
